"player_id","full_name","first_name","last_name","position","height","weight","birthdate","country","is_active","last_updated_at"
1630174,"Aaron Nesmith","Aaron","Nesmith","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1631207,"Dalen Terry","Dalen","Terry","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1641790,"PJ Hall","PJ","Hall","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1630172,"Patrick Williams","Patrick","Williams","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1628408,"PJ Dozier","PJ","Dozier","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.019353-06"
1629632,"Coby White","Coby","White","",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:40:59.71186-06"
1629111,"Jock Landale","Jock","Landale","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1641765,"Olivier-Maxence Prosper","Olivier-Maxence","Prosper","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
203484,"Kentavious Caldwell-Pope","Kentavious","Caldwell-Pope","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1641824,"Matas Buzelis","Matas","Buzelis","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1630621,"Hunter Dickinson","Hunter","Dickinson","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:57:36.706719-06"
1631105,"Jalen Duren","Jalen","Duren","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1631097,"Bennedict Mathurin","Bennedict","Mathurin","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1626145,"Tyus Jones","Tyus","Jones","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1630581,"Josh Giddey","Josh","Giddey","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1630164,"James Wiseman","James","Wiseman","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:59:39.925017-06"
1628436,"Luke Kornet","Luke","Kornet","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1630639,"A.J. Lawson","A.J.","Lawson","",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:41:08.599668-06"
1630231,"KJ Martin","KJ","Martin","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1641741,"Ricky Council IV","Ricky","Council IV","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1630200,"Tre Jones","Tre","Jones","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1630169,"Tyrese Haliburton","Tyrese","Haliburton","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
203932,"Aaron Gordon","Aaron","Gordon","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:03.193001-06"
1641744,"Zach Edey","Zach","Edey","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:59:18.595416-06"
1642277,"Johnny Furphy","Johnny","Furphy","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
201949,"James Johnson","James","Johnson","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.723572-06"
1630631,"Jose Alvarado","Jose","Alvarado","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1630574,"Ariel Hukporti","Ariel","Hukporti","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1630191,"Isaiah Stewart","Isaiah","Stewart","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1629630,"Ja Morant","Ja","Morant","G",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:08:59.739295-06"
1630183,"Jaden McDaniels","Jaden","McDaniels","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
203944,"Julius Randle","Julius","Randle","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1642345,"Oso Ighodaro","Oso","Ighodaro","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
203497,"Rudy Gobert","Rudy","Gobert","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1642346,"Ryan Dunn","Ryan","Dunn","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
203924,"Jerami Grant","Jerami","Grant","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
201950,"Jrue Holiday","Jrue","Holiday","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1641712,"Rayan Rupert","Rayan","Rupert","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1626164,"Devin Booker","Devin","Booker","G",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:51.215915-06"
1629628,"RJ Barrett","RJ","Barrett","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630193,"Immanuel Quickley","Immanuel","Quickley","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1642853,"Rasheer Fleming","Rasheer","Fleming","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
1630208,"Nick Richards","Nick","Richards","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1642875,"Maxime Raynaud","Maxime","Raynaud","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1642886,"Koby Brea","Koby","Brea","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
1627826,"Ivica Zubac","Ivica","Zubac","C",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:35.388433-06"
1642363,"Nique Clifford","Nique","Clifford","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1642269,"Devin Carter","Devin","Carter","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
203078,"Bradley Beal","Bradley","Beal","F",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:30.563168-06"
1630572,"Sandro Mamukelashvili","Sandro","Mamukelashvili","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630587,"Isaiah Livers","Isaiah","Livers","",NULL,NULL,NULL,NULL,NULL,"2026-02-06 08:34:16.487218-06"
1641738,"Kobe Brown","Kobe","Brown","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1641711,"Gradey Dick","Gradey","Dick","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1641737,"Adem Bona","Adem","Bona","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1630703,"Scoot Henderson","Scoot","Henderson","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
202695,"Kawhi Leonard","Kawhi","Leonard","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
201935,"James Harden","James","Harden","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1628381,"John Collins","John","Collins","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1627884,"Derrick Jones Jr.","Derrick","Jones Jr.","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1641871,"Duop Reath","Duop","Reath","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.019353-06"
203897,"Zach LaVine","Zach","LaVine","G",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:40:54.552719-06"
1627739,"Kris Dunn","Kris","Dunn","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1642905,"Hansen Yang","Hansen","Yang","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1631165,"Keon Ellis","Keon","Ellis","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1631104,"Blake Wesley","Blake","Wesley","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1628960,"Grayson Allen","Grayson","Allen","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:30.563168-06"
203081,"Damian Lillard","Damian","Lillard","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:00:14.984165-06"
203471,"Dennis Schröder","Dennis","Schröder","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1628420,"Monté Morris","Monté","Morris","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:30.563168-06"
1631342,"Daeqwon Plowden","Daeqwon","Plowden","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1642949,"Yanic Konan Niederhäuser","Yanic Konan","Niederhäuser","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1630166,"Deni Avdija","Deni","Avdija","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1642920,"Kobe Sanders","Kobe","Sanders","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1631101,"Shaedon Sharpe","Shaedon","Sharpe","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
203992,"Bogdan Bogdanović","Bogdan","Bogdanović","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1642353,"Cam Christie","Cam","Christie","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1631200,"Kris Murray","Kris","Murray","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
203114,"Khris Middleton","Khris","Middleton","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1628374,"Lauri Markkanen","Lauri","Markkanen","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1642273,"Kyshawn George","Kyshawn","George","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
201942,"DeMar DeRozan","DeMar","DeRozan","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
201572,"Brook Lopez","Brook","Lopez","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1642259,"Alex Sarr","Alex","Sarr","C",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:41:07.619977-06"
1629680,"Matisse Thybulle","Matisse","Thybulle","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1630567,"Scottie Barnes","Scottie","Barnes","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1628415,"Dillon Brooks","Dillon","Brooks","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
201587,"Nicolas Batum","Nicolas","Batum","",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:50.529114-06"
203468,"CJ McCollum","CJ","McCollum","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1626220,"Royce O'Neale","Royce","O'Neale","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
1641739,"Toumani Camara","Toumani","Camara","F",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1642848,"Tre Johnson","Tre","Johnson","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1628370,"Malik Monk","Malik","Monk","",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:40:54.552719-06"
203967,"Dario Šarić","Dario","Šarić","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:08.293956-06"
101108,"Chris Paul","Chris","Paul","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:57:28.567632-06"
1641815,"Isaiah Stevens","Isaiah","Stevens","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1642928,"Dylan Cardwell","Dylan","Cardwell","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1642267,"Bub Carrington","Bub","Carrington","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
203926,"Doug McDermott","Doug","McDermott","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
201566,"Russell Westbrook","Russell","Westbrook","G",NULL,NULL,NULL,NULL,NULL,"2026-02-09 23:26:59.34344-06"
1629234,"Drew Eubanks","Drew","Eubanks","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.108723-06"
1642270,"Donovan Clingan","Donovan","Clingan","C",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1628368,"De'Aaron Fox","De'Aaron","Fox","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
202704,"Reggie Jackson","Reggie","Jackson","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1631109,"Mark Williams","Mark","Williams","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
1631221,"Collin Gillespie","Collin","Gillespie","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
1629675,"Naz Reid","Naz","Reid","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1641772,"Nae'Qwan Tomlin","Nae'Qwan","Tomlin","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1641854,"Craig Porter Jr.","Craig","Porter Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1630700,"Dyson Daniels","Dyson","Daniels","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1642878,"Tyrese Proctor","Tyrese","Proctor","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1629637,"Jaxson Hayes","Jaxson","Hayes","C",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1629018,"Gary Trent Jr.","Gary","Trent Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1630538,"Bones Hyland","Bones","Hyland","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1628379,"Luke Kennard","Luke","Kennard","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1630573,"Sam Hauser","Sam","Hauser","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1626204,"Larry Nance Jr.","Larry","Nance Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1641740,"Jaylen Clark","Jaylen","Clark","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1642866,"Joan Beringer","Joan","Beringer","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1626167,"Myles Turner","Myles","Turner","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1629661,"Cameron Johnson","Cameron","Johnson","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
204060,"Joe Ingles","Joe","Ingles","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1629638,"Nickeil Alexander-Walker","Nickeil","Alexander-Walker","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1631128,"Christian Braun","Christian","Braun","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1630552,"Jalen Johnson","Jalen","Johnson","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1631247,"Luke Travers","Luke","Travers","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:59:11.872905-06"
1631218,"Trayce Jackson-Davis","Trayce","Jackson-Davis","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630604,"E.J. Liddell","E.J.","Liddell","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:23.130172-06"
1630545,"Terrence Shannon Jr.","Terrence","Shannon Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.019353-06"
1629674,"Neemias Queta","Neemias","Queta","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1642854,"Asa Newell","Asa","Newell","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1642266,"Ja'Kobe Walter","Ja'Kobe","Walter","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1629027,"Trae Young","Trae","Young","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:00:50.834992-06"
1642404,"Chaz Lanier","Chaz","Lanier","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1631212,"Peyton Watson","Peyton","Watson","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1630175,"Cole Anthony","Cole","Anthony","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1628401,"Derrick White","Derrick","White","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1630549,"Day'Ron Sharpe","Day'Ron","Sharpe","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1629020,"Jarred Vanderbilt","Jarred","Vanderbilt","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1642355,"Bronny James","Bronny","James","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1630623,"Tyson Etienne","Tyson","Etienne","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:04:36.492724-06"
1642856,"Egor Dëmin","Egor","Dëmin","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1641716,"Jarace Walker","Jarace","Walker","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1641767,"Ben Sheppard","Ben","Sheppard","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1631243,"Mouhamed Gueye","Mouhamed","Gueye","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1631210,"Jacob Toppin","Jacob","Toppin","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.095534-06"
1642859,"Jase Richardson","Jase","Richardson","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
203507,"Giannis Antetokounmpo","Giannis","Antetokounmpo","F",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.835625-06"
1630241,"Sam Merrill","Sam","Merrill","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1630202,"Payton Pritchard","Payton","Pritchard","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1629611,"Terance Mann","Terance","Mann","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1630533,"Ziaire Williams","Ziaire","Williams","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1630168,"Onyeka Okongwu","Onyeka","Okongwu","C",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1630548,"Johnny Juzang","Johnny","Juzang","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:30.563168-06"
1630162,"Anthony Edwards","Anthony","Edwards","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1628366,"Lonzo Ball","Lonzo","Ball","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:30.31706-06"
1631111,"Wendell Moore Jr.","Wendell","Moore Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:27.630613-06"
1641810,"Antonio Reeves","Antonio","Reeves","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:09:04.003407-06"
1628378,"Donovan Mitchell","Donovan","Mitchell","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1629652,"Luguentz Dort","Luguentz","Dort","F",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1628418,"Thomas Bryant","Thomas","Bryant","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1641775,"Jordan Walsh","Jordan","Walsh","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1630811,"Keaton Wallace","Keaton","Wallace","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.099787-06"
1642869,"Noah Penda","Noah","Penda","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:36.780389-06"
1642964,"Brooks Barnhizer","Brooks","Barnhizer","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1629014,"Anfernee Simons","Anfernee","Simons","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1642368,"N'Faly Dante","N'Faly","Dante","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:04:10.887922-06"
201144,"Mike Conley","Mike","Conley","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:32.019353-06"
1628398,"Kyle Kuzma","Kyle","Kuzma","F",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1631260,"AJ Green","AJ","Green","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1628502,"Nigel Hayes-Davis","Nigel","Hayes-Davis","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:45.867241-06"
1630249,"Vít Krejčí","Vít","Krejčí","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1642265,"Rob Dillingham","Rob","Dillingham","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1631159,"Leonard Miller","Leonard","Miller","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1627759,"Jaylen Brown","Jaylen","Brown","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1630611,"Gui Santos","Gui","Santos","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1628978,"Donte DiVincenzo","Donte","DiVincenzo","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:41.750654-06"
1629614,"Andrew Nembhard","Andrew","Nembhard","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1627783,"Pascal Siakam","Pascal","Siakam","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:38.521098-06"
1630311,"Pat Spencer","Pat","Spencer","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1630167,"Obi Toppin","Obi","Toppin","",NULL,NULL,NULL,NULL,NULL,"2026-02-11 16:39:49.816555-06"
1628404,"Josh Hart","Josh","Hart","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:39.315355-06"
1629731,"Dean Wade","Dean","Wade","F",NULL,NULL,NULL,NULL,NULL,"2026-02-05 15:10:52.969929-06"
1642955,"Kadary Richmond","Kadary","Richmond","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1630579,"Jericho Sims","Jericho","Sims","C",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1631216,"Caleb Houstan","Caleb","Houstan","",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:33.453327-06"
1641757,"Jordan Miller","Jordan","Miller","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1642262,"Cody Williams","Cody","Williams","F",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1630551,"Justin Champagnie","Justin","Champagnie","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1630541,"Moses Moody","Moses","Moody","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:45.671318-06"
1631124,"Julian Strawther","Julian","Strawther","F",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1627752,"Taurean Prince","Taurean","Prince","F",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.835625-06"
1642271,"Kyle Filipowski","Kyle","Filipowski","C",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1642282,"Hunter Sallis","Hunter","Sallis","",NULL,NULL,NULL,NULL,NULL,"2026-02-05 14:59:37.082651-06"
1629618,"Jalen Pickett","Jalen","Pickett","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1631199,"Ron Harper Jr.","Ron","Harper Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:37.633198-06"
1641747,"DaRon Holmes II","DaRon","Holmes II","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1641774,"Tristan Vukcevic","Tristan","Vukcevic","",NULL,NULL,NULL,NULL,NULL,"2026-02-09 21:41:07.619977-06"
1629750,"Javonte Green","Javonte","Green","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630264,"Anthony Gill","Anthony","Gill","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1630192,"Zeke Nnaji","Zeke","Nnaji","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1641729,"Brice Sensabaugh","Brice","Sensabaugh","G",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1631157,"Ryan Rollins","Ryan","Rollins","G",NULL,NULL,NULL,NULL,NULL,"2026-02-10 13:14:29.835625-06"
1630543,"Isaiah Jackson","Isaiah","Jackson","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.944456-06"
1642450,"Daniss Jenkins","Daniss","Jenkins","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1626171,"Bobby Portis","Bobby","Portis","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1642396,"Blake Hinson","Blake","Hinson","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
1641707,"Taylor Hendricks","Taylor","Hendricks","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:44.869205-06"
1631250,"Pete Nance","Pete","Nance","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1628963,"Marvin Bagley III","Marvin","Bagley III","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:37.172365-06"
1642860,"Will Riley","Will","Riley","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:35.956715-06"
1641748,"Andre Jackson Jr.","Andre","Jackson Jr.","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:35.325254-06"
1642449,"Tolu Smith","Tolu","Smith","",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:40.145718-06"
1630692,"Jordan Goodwin","Jordan","Goodwin","G",NULL,NULL,NULL,NULL,NULL,"2026-02-12 02:00:43.358072-06"
1629004,"Svi Mykhailiuk","Svi","Mykhailiuk","",NULL,NULL,NULL,NULL,NULL,"2026-02-15 03:01:36.309103-06"
